dataset,method,sample_id,split,label,target,score_value,outer_fold
broach_dataset,pca_image_reconstruction,6583gqvb,validation,normal,0,0.00011973633809247985,1
broach_dataset,pca_image_reconstruction,68ipoyey,validation,normal,0,0.0001405191287631169,1
broach_dataset,pca_image_reconstruction,6b5tshf9,validation,normal,0,0.00014655609265901148,1
broach_dataset,pca_image_reconstruction,6f67y7kq,validation,normal,0,0.00012357483501546085,1
broach_dataset,pca_image_reconstruction,6gz10vgp,validation,normal,0,0.00014616902626585215,1
broach_dataset,pca_image_reconstruction,6inuwfcb,validation,normal,0,0.00012599742331076413,1
broach_dataset,pca_image_reconstruction,6jualnha,validation,normal,0,0.00012129106471547857,1
broach_dataset,pca_image_reconstruction,6ljmee1r,validation,normal,0,0.000152641543536447,1
broach_dataset,pca_image_reconstruction,6sm5rrvs,validation,normal,0,0.00014567715697921813,1
broach_dataset,pca_image_reconstruction,6t7cyx97,validation,normal,0,0.00013344250328373164,1
broach_dataset,pca_image_reconstruction,6vkxnmt3,validation,normal,0,0.00013647832383867353,1
broach_dataset,pca_image_reconstruction,6w32vaad,validation,normal,0,0.00015092491230461746,1
broach_dataset,pca_image_reconstruction,71v5y7w4,validation,normal,0,0.0001340254966635257,1
broach_dataset,pca_image_reconstruction,732p4itd,validation,normal,0,0.00013608805602416396,1
broach_dataset,pca_image_reconstruction,74gu65s6,validation,normal,0,0.000133880676003173,1
broach_dataset,pca_image_reconstruction,795c4k9b,validation,normal,0,0.000140508302138187,1
broach_dataset,pca_image_reconstruction,7cn69kp0,validation,normal,0,0.0001340994640486315,1
broach_dataset,pca_image_reconstruction,7cvdeknk,validation,normal,0,0.00012884038733318448,1
broach_dataset,pca_image_reconstruction,7ncwrga0,validation,normal,0,0.00014750547416042536,1
broach_dataset,pca_image_reconstruction,7p4ev137,validation,normal,0,0.00015738897491246462,1
broach_dataset,pca_image_reconstruction,7sufah4b,validation,normal,0,0.00016255525406450033,1
broach_dataset,pca_image_reconstruction,7zdfbre7,validation,normal,0,0.00014303604257293046,1
broach_dataset,pca_image_reconstruction,83quv5f3,validation,normal,0,0.00012450129725039005,1
broach_dataset,pca_image_reconstruction,861kwtez,validation,normal,0,0.0001618822425371036,1
broach_dataset,pca_image_reconstruction,868ggtfi,validation,normal,0,0.00012949059600941837,1
broach_dataset,pca_image_reconstruction,88c6e9yp,validation,normal,0,0.00013964968093205243,1
broach_dataset,pca_image_reconstruction,89iyi8kr,validation,normal,0,0.0001415464939782396,1
broach_dataset,pca_image_reconstruction,8cqs5grz,validation,normal,0,0.00013509175914805382,1
broach_dataset,pca_image_reconstruction,8g8hkvge,validation,normal,0,0.00013336862321011722,1
broach_dataset,pca_image_reconstruction,8ih5ddpq,validation,normal,0,0.00013791357923764735,1
broach_dataset,pca_image_reconstruction,8j5ms20t,validation,normal,0,0.00014269645907916129,1
broach_dataset,pca_image_reconstruction,8nzjpqxk,validation,normal,0,0.00015717846690677106,1
broach_dataset,pca_image_reconstruction,8q83x7j1,validation,normal,0,0.00012887525372207165,1
broach_dataset,pca_image_reconstruction,8ve8pj27,validation,normal,0,0.0003636854235082865,1
broach_dataset,pca_image_reconstruction,8vj61tyj,validation,normal,0,9.523677726974711e-05,1
broach_dataset,pca_image_reconstruction,8w7nbv72,validation,normal,0,0.00016428636445198208,1
broach_dataset,pca_image_reconstruction,929u6wtv,validation,normal,0,0.00013825952191837132,1
broach_dataset,pca_image_reconstruction,94l3mhpq,validation,normal,0,0.00013690102787222713,1
broach_dataset,pca_image_reconstruction,980bt7ro,validation,normal,0,0.00013402487093117088,1
broach_dataset,pca_image_reconstruction,9abpuw82,validation,normal,0,0.0003844803723040968,1
broach_dataset,pca_image_reconstruction,9dym3xjs,validation,normal,0,0.00013909314293414354,1
broach_dataset,pca_image_reconstruction,9e27xrna,validation,normal,0,0.00014461085083894432,1
broach_dataset,pca_image_reconstruction,9j2gi7k8,validation,normal,0,0.00012313378101680428,1
broach_dataset,pca_image_reconstruction,9jpyimic,validation,normal,0,0.00012477851123549044,1
broach_dataset,pca_image_reconstruction,9kfm98jb,validation,normal,0,0.00013376011338550597,1
broach_dataset,pca_image_reconstruction,9llktssq,validation,normal,0,0.00014739598555024713,1
broach_dataset,pca_image_reconstruction,9perhe8k,validation,normal,0,0.00014330371050164104,1
broach_dataset,pca_image_reconstruction,9qh1j5ta,validation,normal,0,0.00012244077515788376,1
broach_dataset,pca_image_reconstruction,9t8x65z3,validation,normal,0,0.0001517782948212698,1
broach_dataset,pca_image_reconstruction,9tbu32kg,validation,normal,0,0.0001346363715128973,1
broach_dataset,pca_image_reconstruction,9xka4lit,validation,normal,0,0.00013105249672662467,1
broach_dataset,pca_image_reconstruction,9xs2s1sp,validation,normal,0,0.00011059039388783276,1
broach_dataset,pca_image_reconstruction,9xxwnkpz,validation,normal,0,0.00012899923603981733,1
broach_dataset,pca_image_reconstruction,9ykne1oe,validation,normal,0,0.00013987721467856318,1
broach_dataset,pca_image_reconstruction,9ysaue16,validation,normal,0,0.000137221984914504,1
broach_dataset,pca_image_reconstruction,9znnnim0,validation,normal,0,0.0001546894054627046,1
broach_dataset,pca_image_reconstruction,a0hmwz70,validation,normal,0,0.00014397408813238144,1
broach_dataset,pca_image_reconstruction,a2ot7hyy,validation,normal,0,0.0006163727957755327,1
broach_dataset,pca_image_reconstruction,a74tbs9i,validation,normal,0,0.00012054463877575472,1
broach_dataset,pca_image_reconstruction,aatdatuc,validation,normal,0,0.000132061104523018,1
broach_dataset,pca_image_reconstruction,aewf8kpq,validation,normal,0,0.00012300425441935658,1
broach_dataset,pca_image_reconstruction,ag3lxhgo,validation,normal,0,0.00012923807662446052,1
broach_dataset,pca_image_reconstruction,agwci774,validation,normal,0,0.00014035723870620131,1
broach_dataset,pca_image_reconstruction,ah99p3mb,validation,normal,0,0.00013759263674728572,1
broach_dataset,pca_image_reconstruction,ahr67gxs,validation,normal,0,0.0001573958870721981,1
broach_dataset,pca_image_reconstruction,ajgzcs05,validation,normal,0,0.00013448762183543295,1
broach_dataset,pca_image_reconstruction,aodg3q28,validation,normal,0,0.0001661796122789383,1
broach_dataset,pca_image_reconstruction,at6askj9,validation,normal,0,0.00013774540275335312,1
broach_dataset,pca_image_reconstruction,awulx3i7,validation,normal,0,0.00013231880438979715,1
broach_dataset,pca_image_reconstruction,awvspyzf,validation,normal,0,0.00014055812789592892,1
broach_dataset,pca_image_reconstruction,azl70qva,validation,normal,0,0.00036938826087862253,1
broach_dataset,pca_image_reconstruction,b2ldq0n1,validation,normal,0,0.0001412228448316455,1
broach_dataset,pca_image_reconstruction,b39bw4q4,validation,normal,0,0.0001389598910463974,1
broach_dataset,pca_image_reconstruction,b4qvmw73,validation,normal,0,0.00012788122694473714,1
broach_dataset,pca_image_reconstruction,b545zf18,validation,normal,0,0.00016989167488645762,1
broach_dataset,pca_image_reconstruction,bdxqm5o4,validation,normal,0,0.0001292788510909304,1
broach_dataset,pca_image_reconstruction,berj9qa0,validation,normal,0,0.00012870781938545406,1
broach_dataset,pca_image_reconstruction,bgcate9r,validation,normal,0,0.00014464966079685837,1
broach_dataset,pca_image_reconstruction,biedbznm,validation,normal,0,0.00012785810395143926,1
broach_dataset,pca_image_reconstruction,bksszvvr,validation,normal,0,0.00014304641808848828,1
broach_dataset,pca_image_reconstruction,bpvr9lyo,validation,normal,0,0.00013486969692166895,1
broach_dataset,pca_image_reconstruction,bqp3jh7u,validation,normal,0,0.00015987385995686054,1
broach_dataset,pca_image_reconstruction,c11ertj5,validation,normal,0,0.00013623172708321363,1
broach_dataset,pca_image_reconstruction,c14hxy10,validation,normal,0,0.0003707577125169337,1
broach_dataset,pca_image_reconstruction,c1pox3is,validation,normal,0,0.00016063376097008586,1
broach_dataset,pca_image_reconstruction,c427qsfo,validation,normal,0,0.00013296553515829146,1
broach_dataset,pca_image_reconstruction,c8vwg5zg,validation,normal,0,0.00013065870734862983,1
broach_dataset,pca_image_reconstruction,cahf0tv3,validation,normal,0,0.00012238987255841494,1
broach_dataset,pca_image_reconstruction,cajvrb0s,validation,normal,0,0.00013382815814111382,1
broach_dataset,pca_image_reconstruction,cgawsm54,validation,normal,0,0.00013181513349991292,1
broach_dataset,pca_image_reconstruction,cjp91ik9,validation,normal,0,0.00014932079648133367,1
broach_dataset,pca_image_reconstruction,cl07omp1,validation,normal,0,0.00014588642807211727,1
broach_dataset,pca_image_reconstruction,cmn3dn1g,validation,normal,0,0.00014247282524593174,1
broach_dataset,pca_image_reconstruction,cnw4feai,validation,normal,0,0.00015347707085311413,1
broach_dataset,pca_image_reconstruction,cq7g4asm,validation,normal,0,0.00013196068175602704,1
broach_dataset,pca_image_reconstruction,crjav6ni,validation,normal,0,0.00012501499440986663,1
broach_dataset,pca_image_reconstruction,crzxc4vn,validation,normal,0,0.00013578416837844998,1
broach_dataset,pca_image_reconstruction,ct8oilm3,validation,normal,0,0.00016174920892808586,1
broach_dataset,pca_image_reconstruction,cv4s6v6v,validation,normal,0,0.0001385202631354332,1
broach_dataset,pca_image_reconstruction,cwjqwv3u,validation,normal,0,0.0001819169701775536,1
broach_dataset,pca_image_reconstruction,cwpkp8i1,validation,normal,0,0.00012341042747721076,1
broach_dataset,pca_image_reconstruction,cydctq1l,validation,normal,0,0.0001340609887847677,1
broach_dataset,pca_image_reconstruction,d019lzh3,validation,normal,0,0.00012615280866157264,1
broach_dataset,pca_image_reconstruction,d5guhjeo,validation,normal,0,0.00013257436512503773,1
broach_dataset,pca_image_reconstruction,d7kl9int,validation,normal,0,0.00013066589599475265,1
broach_dataset,pca_image_reconstruction,d8yyjcvo,validation,normal,0,0.0001348991208942607,1
broach_dataset,pca_image_reconstruction,dcppocbd,validation,normal,0,0.0001317555725108832,1
broach_dataset,pca_image_reconstruction,de74v6ao,validation,normal,0,0.0002907296293415129,1
broach_dataset,pca_image_reconstruction,dk6r9bsl,validation,normal,0,0.00012751902977470309,1
broach_dataset,pca_image_reconstruction,doay1m60,validation,normal,0,0.00013979256618767977,1
broach_dataset,pca_image_reconstruction,e89ytmqs,validation,normal,0,0.00014240271411836147,1
broach_dataset,pca_image_reconstruction,e95vz90f,validation,normal,0,0.00013484849478118122,1
broach_dataset,pca_image_reconstruction,ece8ftxk,validation,normal,0,0.00012307037832215428,1
broach_dataset,pca_image_reconstruction,ed72pmhe,validation,normal,0,0.00012602010974660516,1
broach_dataset,pca_image_reconstruction,edtcxnmj,validation,normal,0,0.0001263418816961348,1
broach_dataset,pca_image_reconstruction,eg2lkxbj,validation,normal,0,0.00017606366600375623,1
broach_dataset,pca_image_reconstruction,eg6jsd02,validation,normal,0,0.0001250738714588806,1
broach_dataset,pca_image_reconstruction,ehw2i1xd,validation,normal,0,0.00014383136294782162,1
broach_dataset,pca_image_reconstruction,ej7zrloz,validation,normal,0,0.00013876543380320072,1
broach_dataset,pca_image_reconstruction,ek0vwjee,validation,normal,0,0.0001678175467532128,1
broach_dataset,pca_image_reconstruction,eqo23txk,validation,normal,0,0.00014524201105814427,1
broach_dataset,pca_image_reconstruction,erika7lx,validation,normal,0,0.00013213473721407354,1
broach_dataset,pca_image_reconstruction,etgzj0z1,validation,normal,0,0.00014347670366987586,1
broach_dataset,pca_image_reconstruction,etikbqkt,validation,normal,0,0.00037560504279099405,1
broach_dataset,pca_image_reconstruction,euaq89gd,validation,normal,0,0.0001379067834932357,1
broach_dataset,pca_image_reconstruction,ew25x1fv,validation,normal,0,0.00013166217831894755,1
broach_dataset,pca_image_reconstruction,f1xnvb21,validation,normal,0,0.00016325632168445736,1
broach_dataset,pca_image_reconstruction,f4syas62,validation,normal,0,0.0001338499569101259,1
broach_dataset,pca_image_reconstruction,f8fwws49,validation,normal,0,0.00013973988825455308,1
broach_dataset,pca_image_reconstruction,f9awrzvz,validation,normal,0,0.0001351178507320583,1
broach_dataset,pca_image_reconstruction,fbwpv4m9,validation,normal,0,0.00037702868576161563,1
broach_dataset,pca_image_reconstruction,fcaj1kdi,validation,normal,0,0.00027759093791246414,1
broach_dataset,pca_image_reconstruction,ffvbmh8r,validation,normal,0,0.00016031358973123133,1
broach_dataset,pca_image_reconstruction,fg46k9y8,validation,normal,0,0.00011926504521397874,1
broach_dataset,pca_image_reconstruction,fj2texqq,validation,normal,0,0.0001239465782418847,1
broach_dataset,pca_image_reconstruction,fjv8hx2r,validation,normal,0,0.0004314309044275433,1
broach_dataset,pca_image_reconstruction,fjx1x19r,validation,normal,0,0.00014972251665312797,1
broach_dataset,pca_image_reconstruction,fm3n50bv,validation,normal,0,0.0001550644519738853,1
broach_dataset,pca_image_reconstruction,fqxlbvn7,validation,normal,0,0.00012876380060333759,1
broach_dataset,pca_image_reconstruction,fsnrrlt2,validation,normal,0,0.0001474095624871552,1
broach_dataset,pca_image_reconstruction,fvpig3yv,validation,normal,0,8.965196320787072e-05,1
broach_dataset,pca_image_reconstruction,fvx78a1k,validation,normal,0,0.0001242687285412103,1
broach_dataset,pca_image_reconstruction,fw3ktfb0,validation,normal,0,0.00012879307905677706,1
broach_dataset,pca_image_reconstruction,fw9bnrww,validation,normal,0,0.0001388929522363469,1
broach_dataset,pca_image_reconstruction,fwps64hm,validation,normal,0,0.00013166865392122418,1
broach_dataset,pca_image_reconstruction,fwxej5mh,validation,normal,0,0.00014195695985108614,1
broach_dataset,pca_image_reconstruction,fxdw9a5s,validation,normal,0,0.0001498893543612212,1
broach_dataset,pca_image_reconstruction,fxhp9vgo,validation,normal,0,0.0001679494889685884,1
broach_dataset,pca_image_reconstruction,g3fxchid,validation,normal,0,0.0001372704718960449,1
broach_dataset,pca_image_reconstruction,g3rjm7vu,validation,normal,0,0.0001244469458470121,1
broach_dataset,pca_image_reconstruction,g4cvxy1v,validation,normal,0,0.0001344971387879923,1
broach_dataset,pca_image_reconstruction,g6n09vvw,validation,normal,0,0.00014683596964459866,1
broach_dataset,pca_image_reconstruction,g72161gf,validation,normal,0,0.00014175917021930218,1
broach_dataset,pca_image_reconstruction,g9520gfo,validation,normal,0,0.00012633902952075005,1
broach_dataset,pca_image_reconstruction,gaxgdw2p,validation,normal,0,0.00014710627146996558,1
broach_dataset,pca_image_reconstruction,ggea7hzr,validation,normal,0,0.00012577572488225996,1
broach_dataset,pca_image_reconstruction,gghikwlv,validation,normal,0,0.00014223343168850988,1
broach_dataset,pca_image_reconstruction,ghf55a39,validation,normal,0,0.00014819129137322307,1
broach_dataset,pca_image_reconstruction,gqymhkej,validation,normal,0,0.00013166171265766025,1
broach_dataset,pca_image_reconstruction,gsoulmn3,validation,normal,0,0.0004218895046506077,1
broach_dataset,pca_image_reconstruction,gtmjj2lo,validation,normal,0,0.0001316162379225716,1
broach_dataset,pca_image_reconstruction,gx4rzcmh,validation,normal,0,0.00012754260387737304,1
broach_dataset,pca_image_reconstruction,gxrfu7s7,validation,normal,0,0.0004365178174339235,1
broach_dataset,pca_image_reconstruction,h00qq1ee,validation,normal,0,0.0004269764758646488,1
broach_dataset,pca_image_reconstruction,h1gcsn2x,validation,normal,0,0.00013969463179819286,1
broach_dataset,pca_image_reconstruction,h1lhnpll,validation,normal,0,0.0003453883691690862,1
broach_dataset,pca_image_reconstruction,h1v02g33,validation,normal,0,0.00014629839279223233,1
broach_dataset,pca_image_reconstruction,h4jvebdd,validation,normal,0,0.00014194335381034762,1
broach_dataset,pca_image_reconstruction,h4qlceq4,validation,normal,0,0.00013650767505168915,1
broach_dataset,pca_image_reconstruction,h7aplk54,validation,normal,0,0.00013194946222938597,1
broach_dataset,pca_image_reconstruction,hi0x5frz,validation,normal,0,0.00012407690519466996,1
broach_dataset,pca_image_reconstruction,hif96v00,validation,normal,0,0.00013437373854685575,1
broach_dataset,pca_image_reconstruction,hiweey7l,validation,normal,0,0.00013194094935897738,1
broach_dataset,pca_image_reconstruction,ho5jscyd,validation,normal,0,0.00014824920799583197,1
broach_dataset,pca_image_reconstruction,horwvx9v,validation,normal,0,0.00014379603089764714,1
broach_dataset,pca_image_reconstruction,hp4kxzlx,validation,normal,0,0.000127496721688658,1
broach_dataset,pca_image_reconstruction,hul0opxn,validation,normal,0,0.0001350738893961534,1
broach_dataset,pca_image_reconstruction,i2a2nktt,validation,normal,0,0.00041060580406337976,1
broach_dataset,pca_image_reconstruction,i3pj7k99,validation,normal,0,0.0001396598672727123,1
broach_dataset,pca_image_reconstruction,ic2icod3,validation,normal,0,0.00013927818508818746,1
broach_dataset,pca_image_reconstruction,ifoq6pk5,validation,normal,0,0.00012827121827285737,1
broach_dataset,pca_image_reconstruction,ih0ck0y0,validation,normal,0,0.0001601355179445818,1
broach_dataset,pca_image_reconstruction,iiopke36,validation,normal,0,0.00014751387061551213,1
broach_dataset,pca_image_reconstruction,imw71tbw,validation,normal,0,0.00012936448911204934,1
broach_dataset,pca_image_reconstruction,ipdjyaw6,validation,normal,0,0.00014905865828040987,1
broach_dataset,pca_image_reconstruction,ipp8b8z6,validation,normal,0,0.00015839884872548282,1
broach_dataset,pca_image_reconstruction,is71ks3p,validation,normal,0,0.00014209117216523737,1
broach_dataset,pca_image_reconstruction,itm2dxwo,validation,normal,0,0.0003044313925784081,1
broach_dataset,pca_image_reconstruction,ivw6m5en,validation,normal,0,0.00014241374447010458,1
broach_dataset,pca_image_reconstruction,iz4t6yy5,validation,normal,0,0.0001406180817866698,1
broach_dataset,pca_image_reconstruction,j3izbt1k,validation,normal,0,0.00012611244164872915,1
broach_dataset,pca_image_reconstruction,j3zy37x5,validation,normal,0,0.0001351095997961238,1
broach_dataset,pca_image_reconstruction,j4eaisdk,validation,normal,0,0.00014674475823994726,1
broach_dataset,pca_image_reconstruction,j9hvchrm,validation,normal,0,0.00012298423098400235,1
broach_dataset,pca_image_reconstruction,jd5ln55e,validation,normal,0,0.0001316560519626364,1
broach_dataset,pca_image_reconstruction,jehxrwjk,validation,normal,0,0.000154749839566648,1
broach_dataset,pca_image_reconstruction,jge6fu7r,validation,normal,0,0.00016549228166695684,1
broach_dataset,pca_image_reconstruction,jncl8him,validation,normal,0,0.00013536534970626235,1
broach_dataset,pca_image_reconstruction,jo4mnf57,validation,normal,0,0.00013625908468384296,1
broach_dataset,pca_image_reconstruction,jq71xk4j,validation,normal,0,0.00015192391583696008,1
broach_dataset,pca_image_reconstruction,js2m4tct,validation,normal,0,0.00014508188178297132,1
broach_dataset,pca_image_reconstruction,jvsdhadx,validation,normal,0,0.00012079334555892274,1
broach_dataset,pca_image_reconstruction,jx9amsm5,validation,normal,0,0.00012396162492223084,1
broach_dataset,pca_image_reconstruction,k1f6hiig,validation,normal,0,0.00014108607138041407,1
broach_dataset,pca_image_reconstruction,k33t9lzx,validation,normal,0,0.00012959272135049105,1
broach_dataset,pca_image_reconstruction,k6b7v5ap,validation,normal,0,0.00014180061407387257,1
broach_dataset,pca_image_reconstruction,k6qzl0o9,validation,normal,0,0.0001440352643840015,1
broach_dataset,pca_image_reconstruction,k96v70fy,validation,normal,0,0.00014447186549659818,1
broach_dataset,pca_image_reconstruction,kat8xdve,validation,normal,0,0.0004695672250818461,1
broach_dataset,pca_image_reconstruction,kc390hwa,validation,normal,0,0.00014610383368562907,1
broach_dataset,pca_image_reconstruction,kcj0ffeg,validation,normal,0,0.00013995154586154968,1
broach_dataset,pca_image_reconstruction,kd5st7pn,validation,normal,0,0.00013286963803693652,1
broach_dataset,pca_image_reconstruction,kfgxokvr,validation,normal,0,0.00014331098645925522,1
broach_dataset,pca_image_reconstruction,kgicx7fn,validation,normal,0,0.00012456634431146085,1
broach_dataset,pca_image_reconstruction,khdfjynt,validation,normal,0,0.000190812221262604,1
broach_dataset,pca_image_reconstruction,kifa9mke,validation,normal,0,9.050688095157966e-05,1
broach_dataset,pca_image_reconstruction,ksto5zsr,validation,normal,0,0.00014726496010553092,1
broach_dataset,pca_image_reconstruction,kut7646p,validation,normal,0,0.00014124755398370326,1
broach_dataset,pca_image_reconstruction,kv3udlwr,validation,normal,0,0.000136806775117293,1
broach_dataset,pca_image_reconstruction,l4j8sud8,validation,normal,0,0.00014893425395712256,1
broach_dataset,pca_image_reconstruction,l4rfqcd0,validation,normal,0,0.00016212428454309702,1
broach_dataset,pca_image_reconstruction,l4tniz5c,validation,normal,0,0.00015537887520622462,1
broach_dataset,pca_image_reconstruction,l886p5xh,validation,normal,0,0.0001342061732430011,1
broach_dataset,pca_image_reconstruction,lbcqao0v,validation,normal,0,0.00015962841280270368,1
broach_dataset,pca_image_reconstruction,lcrlquzy,validation,normal,0,0.00015107663057278842,1
broach_dataset,pca_image_reconstruction,lejvgify,validation,normal,0,0.00012097311264369637,1
broach_dataset,pca_image_reconstruction,livho8kt,validation,normal,0,0.00012174156290711835,1
broach_dataset,pca_image_reconstruction,lj0o7wxi,validation,normal,0,0.0004664678708650172,1
broach_dataset,pca_image_reconstruction,lmegs7uk,validation,normal,0,0.00015228964912239462,1
broach_dataset,pca_image_reconstruction,lmxr0lra,validation,normal,0,0.00013754938845522702,1
broach_dataset,pca_image_reconstruction,lor50siy,validation,normal,0,0.00015471986262127757,1
broach_dataset,pca_image_reconstruction,lqh9j4jn,validation,normal,0,0.0001274936948902905,1
broach_dataset,pca_image_reconstruction,lt9bv5s7,validation,normal,0,0.00012646341929212213,1
broach_dataset,pca_image_reconstruction,ltoc3nb7,validation,normal,0,0.00013218251115176827,1
broach_dataset,pca_image_reconstruction,ltyhmp1h,validation,normal,0,0.00015327597793657333,1
broach_dataset,pca_image_reconstruction,lv2zln51,validation,normal,0,0.00014094622747506946,1
broach_dataset,pca_image_reconstruction,lw0vs52s,validation,normal,0,0.00014475779607892036,1
broach_dataset,pca_image_reconstruction,m02sgrm9,validation,normal,0,0.0001414230646332726,1
broach_dataset,pca_image_reconstruction,m0ah987n,validation,normal,0,0.0001471024879720062,1
broach_dataset,pca_image_reconstruction,m1k79vim,validation,normal,0,0.00014883703261148185,1
broach_dataset,pca_image_reconstruction,m476sbrb,validation,normal,0,0.0001867110258899629,1
broach_dataset,pca_image_reconstruction,m50qk0a9,validation,normal,0,0.00014772741997148842,1
broach_dataset,pca_image_reconstruction,m5fqjyyi,validation,normal,0,0.00010226946324110031,1
broach_dataset,pca_image_reconstruction,m6s5fo29,validation,normal,0,0.0001047892146743834,1
broach_dataset,pca_image_reconstruction,m90ijurv,validation,normal,0,0.00012101972970413044,1
broach_dataset,pca_image_reconstruction,mb8l14qk,validation,normal,0,0.00015494864783249795,1
broach_dataset,pca_image_reconstruction,mcdf6c3x,validation,normal,0,0.0001602778211236,1
broach_dataset,pca_image_reconstruction,mfd9x9a8,validation,normal,0,0.00035402021603658795,1
broach_dataset,pca_image_reconstruction,mhyxdljw,validation,normal,0,0.00014343515795189887,1
broach_dataset,pca_image_reconstruction,mij6ry7x,validation,normal,0,0.0001589888852322474,1
broach_dataset,pca_image_reconstruction,mur80x80,validation,normal,0,0.00014826355618424714,1
broach_dataset,pca_image_reconstruction,n188thyq,validation,normal,0,0.0001490216382080689,1
broach_dataset,pca_image_reconstruction,n239sxm5,validation,normal,0,0.0001222360588144511,1
broach_dataset,pca_image_reconstruction,n65hiu8i,validation,normal,0,0.00014057893713470548,1
broach_dataset,pca_image_reconstruction,n9jyels8,validation,normal,0,0.0001504211686551571,1
broach_dataset,pca_image_reconstruction,nc304nwf,validation,normal,0,0.00012416850950103253,1
broach_dataset,pca_image_reconstruction,nfjt7yxj,validation,normal,0,0.00013392299297265708,1
broach_dataset,pca_image_reconstruction,ng3hbop3,validation,normal,0,0.00013715507520828396,1
broach_dataset,pca_image_reconstruction,ngaj5klc,validation,normal,0,0.00015718702343292534,1
broach_dataset,pca_image_reconstruction,nkf1nmg3,validation,normal,0,0.00039298494812101126,1
broach_dataset,pca_image_reconstruction,nl2awpu0,validation,normal,0,0.00013417645823210478,1
broach_dataset,pca_image_reconstruction,nsogph27,validation,normal,0,0.0001330900122411549,1
broach_dataset,pca_image_reconstruction,nvvv0rs9,validation,normal,0,0.00015269762661773711,1
broach_dataset,pca_image_reconstruction,nw9fgwi8,validation,normal,0,0.00013933589798398316,1
broach_dataset,pca_image_reconstruction,nwlkm024,validation,normal,0,0.0001450536074116826,1
broach_dataset,pca_image_reconstruction,ocd44ofc,validation,normal,0,0.00014756892051082104,1
broach_dataset,pca_image_reconstruction,ofnikwd0,validation,normal,0,0.00015589865506626666,1
broach_dataset,pca_image_reconstruction,okkbnubs,validation,normal,0,0.00012686345144174993,1
broach_dataset,pca_image_reconstruction,oxtp2nff,validation,normal,0,0.00010320317232981324,1
broach_dataset,pca_image_reconstruction,p24hzthj,validation,normal,0,0.00014023510448168963,1
broach_dataset,pca_image_reconstruction,p4tuntbv,validation,normal,0,0.00013167170982342213,1
broach_dataset,pca_image_reconstruction,p8arcgcj,validation,normal,0,0.00014524004654958844,1
broach_dataset,pca_image_reconstruction,p98p4aa3,validation,normal,0,0.0001243015140062198,1
broach_dataset,pca_image_reconstruction,pceo934t,validation,normal,0,0.00013862072955816984,1
broach_dataset,pca_image_reconstruction,pf12ck87,validation,normal,0,0.00015333718329202384,1
broach_dataset,pca_image_reconstruction,pgr68fqo,validation,normal,0,0.0001455237652407959,1
broach_dataset,pca_image_reconstruction,ph3oasy8,validation,normal,0,0.00012933254765812308,1
broach_dataset,pca_image_reconstruction,phho682p,validation,normal,0,0.00011969612387474626,1
broach_dataset,pca_image_reconstruction,pihq17j3,validation,normal,0,0.00014136097161099315,1
broach_dataset,pca_image_reconstruction,pjd6tcby,validation,normal,0,0.00013355437840800732,1
broach_dataset,pca_image_reconstruction,pkb571wz,validation,normal,0,0.0001273428788408637,1
broach_dataset,pca_image_reconstruction,q1600qp6,validation,normal,0,0.00014873515465296805,1
broach_dataset,pca_image_reconstruction,q4voef93,validation,normal,0,0.00015976578288245946,1
broach_dataset,pca_image_reconstruction,q6u5qwce,validation,normal,0,0.00014678527077194303,1
broach_dataset,pca_image_reconstruction,qaetlap0,validation,normal,0,0.00013568770373240113,1
broach_dataset,pca_image_reconstruction,qc4xfdfj,validation,normal,0,0.00012556665751617402,1
broach_dataset,pca_image_reconstruction,qebkn8qb,validation,normal,0,0.00015050987713038921,1
broach_dataset,pca_image_reconstruction,qefrsatq,validation,normal,0,0.00013061947538517416,1
broach_dataset,pca_image_reconstruction,qeyo7y4g,validation,normal,0,0.0001387622905895114,1
broach_dataset,pca_image_reconstruction,qf5lnjih,validation,normal,0,0.0001542315148981288,1
broach_dataset,pca_image_reconstruction,qowtqbcx,validation,normal,0,0.00014068860036786646,1
broach_dataset,pca_image_reconstruction,qqoqsd8p,validation,normal,0,0.00013577613572124392,1
broach_dataset,pca_image_reconstruction,qs5f44a7,validation,normal,0,0.0001466240209992975,1
broach_dataset,pca_image_reconstruction,qtaybgi0,validation,normal,0,0.00012538918235804886,1
broach_dataset,pca_image_reconstruction,qvr7l76b,validation,normal,0,0.00014738964091520756,1
broach_dataset,pca_image_reconstruction,qx9rbfhv,validation,normal,0,0.0001335331326117739,1
broach_dataset,pca_image_reconstruction,r2f9fhlm,validation,normal,0,0.00014445476699620485,1
broach_dataset,pca_image_reconstruction,re1ondcu,validation,normal,0,0.00012758145749103278,1
broach_dataset,pca_image_reconstruction,re2v7ywl,validation,normal,0,0.00013991327432449907,1
broach_dataset,pca_image_reconstruction,rfiuprog,validation,normal,0,0.00013278676487971097,1
broach_dataset,pca_image_reconstruction,rgavvfqq,validation,normal,0,0.00014040825772099197,1
broach_dataset,pca_image_reconstruction,rgc8kixc,validation,normal,0,0.00013958849012851715,1
broach_dataset,pca_image_reconstruction,riikmrke,validation,normal,0,0.0003332385967951268,1
broach_dataset,pca_image_reconstruction,rnlqlfwu,validation,normal,0,0.00014444862608797848,1
broach_dataset,pca_image_reconstruction,rnwjhs1f,validation,normal,0,0.0001371558173559606,1
